folder , version, last available data, number of countries , number of zones , countries , modelling zones , 
./runs/base-fullrun-20200511T100628-3761145 , v3, 2020-05-08 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T231555-3789805 , v5, 2020-05-10 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200527T230828-3790666 , v5, 2020-05-10 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200528T223215-3792704 , v5, 2020-05-10 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-fullrun-20200511T101145-3761147 , v3, 2020-05-10 , 1 , 17, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T225448-3789804 , v5, 2020-05-10 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200527T230826-3790665 , v5, 2020-05-10 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200528T222343-3792703 , v5, 2020-05-10 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-fullrun-20200511T100649-3761145 , v3, 2020-05-10 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T225448-3789803 , v5, 2020-05-10 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200527T230825-3790664 , v5, 2020-05-10 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200528T222343-3792702 , v5, 2020-05-10 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T231615-3789805 , v5, 2020-05-16 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200527T230849-3790666 , v5, 2020-05-16 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200528T223235-3792704 , v5, 2020-05-16 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T225509-3789804 , v5, 2020-05-16 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200527T230850-3790665 , v5, 2020-05-16 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200528T222403-3792703 , v5, 2020-05-16 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200526T225509-3789803 , v5, 2020-05-16 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200528T222404-3792702 , v5, 2020-05-16 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T231636-3789805 , v5, 2020-05-25 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T225529-3789803 , v5, 2020-05-25 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200526T231439-3789805 , v5, 2020-05-26 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200527T230910-3790666 , v5, 2020-05-27 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200527T230910-3790665 , v5, 2020-05-27 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200527T230906-3790664 , v5, 2020-05-27 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200528T223256-3792704 , v5, 2020-05-28 , 1 , 16, "France"; , "Auvergne-Rhône-Alpes"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Grand Est"; "Hauts-de-France"; "Normandie"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Provence-Alpes-Côte d'Azur"; "Île-de-France"; , 
./runs/base-mobility-fullrun-20200528T222424-3792703 , v5, 2020-05-28 , 14 , 14, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , 
./runs/base-mobility-fullrun-20200528T222425-3792702 , v5, 2020-05-28 , 14 , 30, "Austria"; "Belgium"; "Denmark"; "France"; "Germany"; "Greece"; "Italy"; "Netherlands"; "Norway"; "Portugal"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; , "Austria"; "Auvergne-Rhône-Alpes"; "Belgium"; "Bourgogne-Franche-Comté"; "Bretagne"; "Centre-Val de Loire"; "Corse"; "Denmark"; "France"; "France-EHPAD"; "France-OC19"; "France-hopitaux"; "Germany"; "Grand Est"; "Greece"; "Hauts-de-France"; "Italy"; "Netherlands"; "Normandie"; "Norway"; "Nouvelle-Aquitaine"; "Occitanie"; "Pays de la Loire"; "Portugal"; "Provence-Alpes-Côte d'Azur"; "Spain"; "Sweden"; "Switzerland"; "United_Kingdom"; "Île-de-France"; , 
